trip_duration_days,miles_traveled,total_receipts_amount,expected_output,miles_per_day,receipts_per_day,base_per_diem,is_five_day,tier1_miles,tier2_miles,log_miles,log_receipts,length_long,length_medium,length_short
10,175.0,1443.25,1635.5,17.5,144.325,1000,0,100.0,75.0,5.170483995038151,7.275345434661375,True,False,False
7,577.0,1959.13,1603.6,82.42857142857143,279.8757142857143,700,0,100.0,477.0,6.359573868672378,7.580766076555668,True,False,False
13,799.0,951.92,1793.36,61.46153846153846,73.22461538461538,1300,0,100.0,699.0,6.684611727667927,6.85953095469512,True,False,False
13,608.0,370.89,1170.54,46.76923076923077,28.529999999999998,1300,0,100.0,508.0,6.411818267709897,5.918598111620868,True,False,False
7,194.0,202.49,686.23,27.714285714285715,28.927142857142858,700,0,100.0,94.0,5.272999558563747,5.315616863626098,True,False,False
13,889.0,232.72,1394.38,68.38461538461539,17.90153846153846,1300,0,100.0,789.0,6.7912214627261855,5.454123817686236,True,False,False
7,901.0,136.8,1222.6,128.71428571428572,19.542857142857144,700,0,100.0,801.0,6.804614520062624,4.925803358579558,True,False,False
1,698.0,1525.82,1398.75,698.0,1525.82,100,0,100.0,598.0,6.54965074223381,7.330942420077918,False,False,True
9,592.0,793.55,1235.69,65.77777777777777,88.17222222222222,900,0,100.0,492.0,6.385194398997726,6.6777759166586454,True,False,False
14,1015.0,871.76,1846.41,72.5,62.26857142857143,1400,0,100.0,915.0,6.923628628138427,6.77166060395445,True,False,False
9,524.0,136.46,848.89,58.22222222222222,15.162222222222223,900,0,100.0,424.0,6.263398262591624,4.923332965693459,True,False,False
5,781.0,2114.27,1789.85,156.2,422.854,500,1,100.0,681.0,6.661854740545311,7.656937742907056,False,True,False
3,200.0,58.24,494.63,66.66666666666667,19.413333333333334,300,0,100.0,100.0,5.303304908059076,4.081596989399598,False,False,True
5,503.0,2335.55,1649.42,100.6,467.11,500,1,100.0,403.0,6.222576268071369,7.756430761440725,False,True,False
11,667.0,2221.67,1872.89,60.63636363636363,201.97,1100,0,100.0,567.0,6.504288173536645,7.706464454901511,True,False,False
7,336.0,1843.58,1691.68,48.0,263.36857142857144,700,0,100.0,236.0,5.820082930352362,7.520006888283769,True,False,False
4,217.0,1506.46,1455.37,54.25,376.615,400,0,100.0,117.0,5.384495062789089,7.318181394252624,False,True,False
8,207.0,1146.93,1479.01,25.875,143.36625,800,0,100.0,107.0,5.337538079701318,7.045715599410667,True,False,False
7,690.0,1807.71,1710.98,98.57142857142857,258.2442857142857,700,0,100.0,590.0,6.53813982376767,7.500369162981049,True,False,False
2,251.0,1916.43,1285.2,125.5,958.215,200,0,100.0,151.0,5.529429087511423,7.5587410267080415,False,False,True
4,627.0,956.98,1337.63,156.75,239.245,400,0,100.0,527.0,6.4425401664681985,6.864826900926214,False,True,False
1,432.0,581.71,448.34,432.0,581.71,100,0,100.0,332.0,6.07073772800249,6.367689635491389,False,False,True
4,1194.0,2250.51,1691.15,298.5,562.6275,400,0,100.0,1094.0,7.085901464365611,7.719356381215219,False,True,False
10,64.0,455.9,774.64,6.4,45.589999999999996,1000,0,64.0,0.0,4.174387269895637,6.124464548569226,True,False,False
8,15.0,377.85,657.8,1.875,47.23125,800,0,15.0,0.0,2.772588722239781,5.937140348377382,True,False,False
11,741.0,1207.39,1878.06,67.36363636363636,109.76272727272728,1100,0,100.0,641.0,6.60934924316738,7.0970441740727805,True,False,False
8,638.0,1007.48,1483.06,79.75,125.935,800,0,100.0,538.0,6.459904454377535,6.9161995257648,True,False,False
12,965.0,1700.28,1879.09,80.41666666666667,141.69,1200,0,100.0,865.0,6.873163834212518,7.439136187902776,True,False,False
8,1182.0,990.07,1840.75,147.75,123.75875,800,0,100.0,1082.0,7.075808863978387,6.8987851675568965,True,False,False
13,1062.0,869.28,2090.54,81.6923076923077,66.86769230769231,1300,0,100.0,962.0,6.968850378341948,6.768814998950002,True,False,False
1,754.0,1220.47,1346.14,754.0,1220.47,100,0,100.0,654.0,6.626717749249025,7.107810330428941,False,False,True
14,767.0,186.47,1292.77,54.785714285714285,13.319285714285714,1400,0,100.0,667.0,6.643789733147672,5.2336188326091,True,False,False
11,775.0,1752.23,1809.29,70.45454545454545,159.29363636363635,1100,0,100.0,675.0,6.654152520183219,7.4692150799656725,True,False,False
8,592.0,1402.98,1561.41,74.0,175.3725,800,0,100.0,492.0,6.385194398997726,7.2470663394700505,True,False,False
6,957.0,727.75,1448.72,159.5,121.29166666666667,600,0,100.0,857.0,6.86484777797086,6.591330737664702,False,True,False
9,800.0,2167.72,1726.51,88.88888888888889,240.85777777777776,900,0,100.0,700.0,6.68586094706836,7.681892410746468,True,False,False
6,1198.0,222.6,1107.96,199.66666666666666,37.1,600,0,100.0,1098.0,7.089243155027514,5.409858741280944,False,True,False
3,1092.0,1737.65,1462.01,364.0,579.2166666666667,300,0,100.0,992.0,6.996681488176539,7.460864229002864,False,False,True
12,958.0,2499.84,1791.69,79.83333333333333,208.32000000000002,1200,0,100.0,858.0,6.8658910748834385,7.824381954420933,True,False,False
11,955.0,1282.19,2000.42,86.81818181818181,116.56272727272727,1100,0,100.0,855.0,6.862757913051401,7.157104444064428,True,False,False
11,605.0,1880.69,1711.55,55.0,170.97181818181818,1100,0,100.0,505.0,6.406879986069314,7.539925588193065,True,False,False
7,670.0,1558.02,1702.81,95.71428571428571,222.5742857142857,700,0,100.0,570.0,6.508769136971682,7.351812697711859,True,False,False
11,844.0,1962.77,1787.57,76.72727272727273,178.43363636363637,1100,0,100.0,744.0,6.739336627357174,7.582621374113767,True,False,False
3,718.0,1158.02,1416.98,239.33333333333334,386.00666666666666,300,0,100.0,618.0,6.577861357721047,7.055330099446257,False,False,True
6,323.0,1477.23,1608.55,53.833333333333336,246.205,600,0,100.0,223.0,5.780743515792329,7.298600705098168,False,True,False
14,616.0,2374.41,1828.37,44.0,169.60071428571428,1400,0,100.0,516.0,6.424869023905388,7.772925333148573,True,False,False
8,752.0,1519.78,1662.92,94.0,189.9725,800,0,100.0,652.0,6.6240652277998935,7.3269786401145724,True,False,False
1,1166.0,1423.69,1412.13,1166.0,1423.69,100,0,100.0,1066.0,7.062191632286556,7.261709525177004,False,False,True
3,1187.0,1632.14,1451.85,395.6666666666667,544.0466666666667,300,0,100.0,1087.0,7.080026499922591,7.398259821077702,False,False,True
3,1013.0,166.52,711.07,337.6666666666667,55.50666666666667,300,0,100.0,913.0,6.921658184151129,5.121102747122227,False,False,True
5,741.0,429.24,951.92,148.2,85.848,500,1,100.0,641.0,6.60934924316738,6.064343192520554,False,True,False
14,467.0,2176.26,1809.83,33.357142857142854,155.44714285714286,1400,0,100.0,367.0,6.148468295917647,7.685822484512124,True,False,False
3,224.0,358.77,406.36,74.66666666666667,119.58999999999999,300,0,100.0,124.0,5.41610040220442,5.885464938384792,False,False,True
3,712.0,512.23,751.16,237.33333333333334,170.74333333333334,300,0,100.0,612.0,6.569481420414296,6.2407240877749635,False,False,True
12,218.0,901.03,1371.86,18.166666666666668,75.08583333333333,1200,0,100.0,118.0,5.389071729816501,6.804647778933044,True,False,False
6,373.0,587.38,956.61,62.166666666666664,97.89666666666666,600,0,100.0,273.0,5.924255797414532,6.377372997666928,False,True,False
8,562.0,2479.33,1478.31,70.25,309.91625,800,0,100.0,462.0,6.333279628139691,7.816146894822859,True,False,False
5,132.0,2387.03,1454.05,26.4,477.40600000000006,500,1,100.0,32.0,4.890349128221754,7.778224037247652,False,True,False
3,98.0,871.46,866.05,32.666666666666664,290.4866666666667,300,0,98.0,0.0,4.59511985013459,6.77131680775345,False,False,True
14,545.0,1206.76,1977.89,38.92857142857143,86.19714285714285,1400,0,100.0,445.0,6.302618975744905,7.09652268325948,True,False,False
1,869.0,1498.88,1398.94,869.0,1498.88,100,0,100.0,769.0,6.76849321164863,7.313140383890131,False,False,True
2,875.0,393.25,640.56,437.5,196.625,200,0,100.0,775.0,6.775366090936392,5.976985225843148,False,False,True
8,888.0,2296.07,1718.71,111.0,287.00875,800,0,100.0,788.0,6.790097235513905,7.739389676756757,True,False,False
1,716.0,1396.41,1376.59,716.0,1396.41,100,0,100.0,616.0,6.57507584059962,7.242375802239875,False,False,True
8,1025.0,1031.33,2214.64,128.125,128.91625,800,0,100.0,925.0,6.933423025730715,6.939573662368656,True,False,False
9,1064.0,2016.76,1810.94,118.22222222222223,224.08444444444444,900,0,100.0,964.0,6.970730078143525,7.609743264207564,True,False,False
4,463.0,1963.41,1607.34,115.75,490.8525,400,0,100.0,363.0,6.139884552226255,7.582947224765042,False,True,False
1,678.0,1478.57,1370.31,678.0,1478.57,100,0,100.0,578.0,6.520621127558696,7.29950678400254,False,False,True
1,436.0,1358.14,1154.03,436.0,1358.14,100,0,100.0,336.0,6.07993319509559,7.214607425769474,False,False,True
5,586.0,2135.36,1661.61,117.2,427.072,500,1,100.0,486.0,6.375024819828097,7.666858725204771,False,True,False
1,797.0,126.8,543.18,797.0,126.8,100,0,100.0,697.0,6.682108597449809,4.850466541943434,False,False,True
14,481.0,939.99,877.17,34.357142857142854,67.14214285714286,1400,0,100.0,381.0,6.1779441140506,6.846932512536352,True,False,False
7,172.0,1486.86,1557.94,24.571428571428573,212.4085714285714,700,0,100.0,72.0,5.153291594497779,7.305094124945164,True,False,False
10,1192.0,23.47,1157.87,119.2,2.347,1000,0,100.0,1092.0,7.084226422097916,3.19744787745458,True,False,False
7,981.0,658.85,1351.69,140.14285714285714,94.12142857142858,700,0,100.0,881.0,6.889591308354466,6.4920125364628385,True,False,False
10,692.0,1671.71,1701.23,69.2,167.171,1000,0,100.0,592.0,6.541029999189903,7.422200344658435,True,False,False
13,710.0,2223.86,1979.83,54.61538461538461,171.06615384615387,1300,0,100.0,610.0,6.566672429803241,7.707449271272395,True,False,False
12,380.0,1526.79,1787.41,31.666666666666668,127.2325,1200,0,100.0,280.0,5.942799375126701,7.331577525726498,True,False,False
3,133.0,1728.5,1373.4,44.333333333333336,576.1666666666666,300,0,100.0,33.0,4.897839799950911,7.4555876283772236,False,False,True
4,730.0,799.25,1250.66,182.5,199.8125,400,0,100.0,630.0,6.594413459749778,6.684924178849973,False,True,False
12,1070.0,1055.51,2030.76,89.16666666666667,87.95916666666666,1200,0,100.0,970.0,6.976348070447749,6.96272630222665,True,False,False
8,1185.0,554.98,1545.67,148.125,69.3725,800,0,100.0,1085.0,7.078341579557671,6.3207323223805805,True,False,False
11,456.0,2223.72,1600.1,41.45454545454545,202.1563636363636,1100,0,100.0,356.0,6.124683390894205,7.7073863439848544,True,False,False
12,85.0,1056.43,1466.31,7.083333333333333,88.03583333333334,1200,0,85.0,0.0,4.454347296253507,6.963596714876095,True,False,False
2,543.0,103.37,544.12,271.5,51.685,200,0,100.0,443.0,6.298949246855942,4.647942277831961,False,False,True
6,367.0,1947.68,1606.76,61.166666666666664,324.61333333333334,600,0,100.0,267.0,5.908082938168931,7.574907499264997,False,True,False
1,481.0,1792.17,1215.84,481.0,1792.17,100,0,100.0,381.0,6.1779441140506,7.491740282272947,False,False,True
5,233.0,1862.04,1562.23,46.6,372.408,500,1,100.0,133.0,5.455321115357702,7.529964841117204,False,True,False
1,45.0,1070.22,922.69,45.0,1070.22,100,0,45.0,0.0,3.828641396489095,6.976553464852407,False,False,True
5,152.0,2444.81,1523.75,30.4,488.962,500,1,100.0,52.0,5.030437921392435,7.8021316353886645,False,True,False
7,344.0,1242.05,1514.4,49.142857142857146,177.43571428571428,700,0,100.0,244.0,5.84354441703136,7.125323315963161,True,False,False
5,320.0,1584.55,1584.73,64.0,316.90999999999997,500,1,100.0,220.0,5.771441123130016,7.3686866292742845,False,True,False
9,989.0,378.12,1193.72,109.88888888888889,42.013333333333335,900,0,100.0,889.0,6.897704943128636,5.937852777659333,True,False,False
10,57.0,936.89,1237.07,5.7,93.689,1000,0,57.0,0.0,4.060443010546419,6.843632671340555,True,False,False
12,342.0,2253.61,1659.5,28.5,187.80083333333334,1200,0,100.0,242.0,5.8377304471659395,7.7207322879771585,True,False,False
2,983.0,2109.93,1519.98,491.5,1054.965,200,0,100.0,883.0,6.891625897052253,7.6548838876585465,False,False,True
10,886.0,1990.03,1749.93,88.6,199.003,1000,0,100.0,786.0,6.787844982309579,7.596407371755801,True,False,False
10,5.0,836.86,1116.56,0.5,83.686,1000,0,5.0,0.0,1.791759469228055,6.730851022086124,True,False,False
3,80.0,517.54,457.49,26.666666666666668,172.51333333333332,300,0,80.0,0.0,4.394449154672439,6.251017170306356,False,False,True
8,482.0,1411.49,631.81,60.25,176.43625,800,0,100.0,382.0,6.180016653652572,7.253109383349518,True,False,False
4,11.0,312.01,426.22,2.75,78.0025,400,0,11.0,0.0,2.4849066497880004,5.7462351389115875,False,True,False
12,1075.0,2328.11,1798.38,89.58333333333333,194.0091666666667,1200,0,100.0,975.0,6.98100574072173,7.753241499340073,True,False,False
13,632.0,268.91,1396.28,48.61538461538461,20.685384615384617,1300,0,100.0,532.0,6.450470422144176,5.598088570097137,True,False,False
8,323.0,46.48,703.45,40.375,5.81,800,0,100.0,223.0,5.780743515792329,3.860308569741467,True,False,False
11,527.0,1550.32,1806.06,47.90909090909091,140.93818181818182,1100,0,100.0,427.0,6.269096283706261,7.346861460399994,True,False,False
5,948.0,898.6,1499.68,189.6,179.72,500,1,100.0,848.0,6.855408798609928,6.8019502200851605,False,True,False
5,504.0,1502.63,1628.66,100.8,300.526,500,1,100.0,404.0,6.22455842927536,7.315637463605906,False,True,False
10,793.0,1422.29,2007.62,79.3,142.22899999999998,1000,0,100.0,693.0,6.677083461247136,7.260726372126232,True,False,False
13,32.0,232.43,805.12,2.4615384615384617,17.87923076923077,1300,0,32.0,0.0,3.4965075614664802,5.452882246296949,True,False,False
9,768.0,1815.6,1666.18,85.33333333333333,201.73333333333332,900,0,100.0,668.0,6.645090969505644,7.504721901068113,True,False,False
9,994.0,1742.62,1849.58,110.44444444444444,193.62444444444444,900,0,100.0,894.0,6.902742737158593,7.4637186908192135,True,False,False
1,1105.0,1432.3,1387.17,1105.0,1432.3,100,0,100.0,1005.0,7.00850518208228,7.26773475692917,False,False,True
12,178.0,507.59,907.19,14.833333333333334,42.299166666666665,1200,0,100.0,78.0,5.187385805840755,6.231642190977971,True,False,False
10,472.0,431.95,924.65,47.2,43.195,1000,0,100.0,372.0,6.159095388491933,6.0706222478938106,True,False,False
5,716.0,1111.23,1492.08,143.2,222.246,500,1,100.0,616.0,6.57507584059962,7.014122287955589,False,True,False
3,771.0,725.67,1166.93,257.0,241.89,300,0,100.0,671.0,6.648984550024776,6.588472454260467,False,False,True
13,1054.0,1131.25,2162.03,81.07692307692308,87.01923076923077,1300,0,100.0,954.0,6.961296045910167,7.031962082436324,True,False,False
10,872.0,2191.27,1776.62,87.2,219.127,1000,0,100.0,772.0,6.771935555839602,7.692692815664948,True,False,False
12,1077.0,32.55,1387.43,89.75,2.7125,1200,0,100.0,977.0,6.982862751468942,3.5130368634176907,True,False,False
12,211.0,749.56,1285.23,17.583333333333332,62.46333333333333,1200,0,100.0,111.0,5.356586274672012,6.620819594580148,True,False,False
4,199.0,1310.01,1400.57,49.75,327.5025,400,0,100.0,99.0,5.298317366548036,7.1785531114996735,False,True,False
2,1029.0,1702.6,1577.55,514.5,851.3,200,0,100.0,929.0,6.937314081223682,7.440498938049059,False,False,True
10,643.0,2263.77,1685.92,64.3,226.377,1000,0,100.0,543.0,6.467698726104354,7.725228487507203,True,False,False
10,797.0,1706.73,1724.42,79.7,170.673,1000,0,100.0,697.0,6.682108597449809,7.4429202822273215,True,False,False
12,657.0,322.5,1113.16,54.75,26.875,1200,0,100.0,557.0,6.489204931325317,5.7791991139409555,True,False,False
8,177.0,486.06,751.58,22.125,60.7575,800,0,100.0,77.0,5.181783550292085,6.188387318779109,True,False,False
2,222.0,456.24,437.4,111.0,228.12,200,0,100.0,122.0,5.407171771460119,6.125208417157578,False,False,True
3,555.0,2342.76,1458.63,185.0,780.9200000000001,300,0,100.0,455.0,6.320768294250582,7.759511756376286,False,False,True
2,785.0,1964.63,1522.76,392.5,982.315,200,0,100.0,685.0,6.666956792429207,7.583568083605761,False,False,True
5,104.0,281.67,464.68,20.8,56.334,500,1,100.0,4.0,4.653960350157523,5.644280139507093,False,True,False
1,673.0,2026.16,1372.83,673.0,2026.16,100,0,100.0,573.0,6.513230110912307,7.614391077722638,False,False,True
10,877.0,1711.12,1897.37,87.7,171.112,1000,0,100.0,777.0,6.777646593635117,7.4454876477031995,True,False,False
1,250.0,1300.17,1145.33,250.0,1300.17,100,0,100.0,150.0,5.5254529391317835,7.171019138692464,False,False,True
1,467.0,296.49,221.23,467.0,296.49,100,0,100.0,367.0,6.148468295917647,5.695380610975362,False,False,True
10,1026.0,828.82,1865.67,102.6,82.882,1000,0,100.0,926.0,6.934397209928558,6.721208809801614,True,False,False
11,1106.0,2250.54,2050.62,100.54545454545455,204.59454545454545,1100,0,100.0,1006.0,7.009408932708637,7.719369705517636,True,False,False
12,452.0,816.56,1243.1,37.666666666666664,68.04666666666667,1200,0,100.0,352.0,6.115892125483034,6.706324294573577,True,False,False
14,865.0,2497.16,1885.87,61.785714285714285,178.3685714285714,1400,0,100.0,765.0,6.763884908562435,7.823309739875323,True,False,False
8,107.0,2450.89,1468.19,13.375,306.36125,800,0,100.0,7.0,4.68213122712422,7.804614434712119,True,False,False
8,80.0,1092.18,1365.73,10.0,136.5225,800,0,80.0,0.0,4.394449154672439,6.996846158972545,True,False,False
8,945.0,766.98,1625.53,118.125,95.8725,800,0,100.0,845.0,6.852242569051878,6.643763691141915,True,False,False
13,1140.0,1607.8,2214.64,87.6923076923077,123.67692307692307,1300,0,100.0,1040.0,7.039660349862076,7.3832438384584425,True,False,False
2,636.0,1438.19,1435.96,318.0,719.095,200,0,100.0,536.0,6.456769655572163,7.27183573430757,False,False,True
14,865.0,1422.11,1921.18,61.785714285714285,101.5792857142857,1400,0,100.0,765.0,6.763884908562435,7.260599896578003,True,False,False
12,482.0,1710.47,1746.74,40.166666666666664,142.53916666666666,1200,0,100.0,382.0,6.180016653652572,7.445107929332829,True,False,False
2,68.0,756.61,648.53,34.0,378.305,200,0,68.0,0.0,4.23410650459726,6.630168741362368,False,False,True
14,512.0,526.84,1306.64,36.57142857142857,37.63142857142857,1400,0,100.0,412.0,6.240275845170769,6.268793207480272,True,False,False
14,1001.0,1647.24,2080.0,71.5,117.66,1400,0,100.0,901.0,6.90975328164481,7.4074633309342035,True,False,False
1,547.0,573.6,616.27,547.0,573.6,100,0,100.0,447.0,6.306275286948016,6.353674146545189,False,False,True
10,5.0,1338.9,1610.25,0.5,133.89000000000001,1000,0,5.0,0.0,1.791759469228055,7.200350263294562,True,False,False
3,1158.0,1107.4,1361.3,386.0,369.1333333333334,300,0,100.0,1058.0,7.055312843339752,7.010672812988823,False,False,True
1,993.0,1143.58,1328.85,993.0,1143.58,100,0,100.0,893.0,6.901737206656574,7.042793036469204,False,False,True
6,378.0,837.63,1215.96,63.0,139.605,600,0,100.0,278.0,5.937536205082426,6.7317696080056875,False,True,False
11,1156.0,2231.86,1988.56,105.0909090909091,202.89636363636365,1100,0,100.0,1056.0,7.053585727193677,7.711038553949922,True,False,False
5,1050.0,882.86,1430.04,210.0,176.572,500,1,100.0,950.0,6.957497370876951,6.784298679054902,False,True,False
8,836.0,735.52,1606.63,104.5,91.94,800,0,100.0,736.0,6.729824070489475,6.601936390999019,True,False,False
11,654.0,1516.42,1870.43,59.45454545454545,137.85636363636365,1100,0,100.0,554.0,6.484635235635252,7.32476680325734,True,False,False
8,633.0,1308.36,1639.12,79.125,163.545,800,0,100.0,533.0,6.452048954437226,7.177293747197629,True,False,False
12,713.0,1642.01,1873.19,59.416666666666664,136.83416666666668,1200,0,100.0,613.0,6.570882962339584,7.404285204446013,True,False,False
5,96.0,1105.47,1312.16,19.2,221.094,500,1,96.0,0.0,4.574710978503383,7.008930046606608,False,True,False
7,1054.0,576.47,1344.18,150.57142857142858,82.35285714285715,700,0,100.0,954.0,6.961296045910167,6.358656492994654,True,False,False
12,495.0,1948.13,1831.92,41.25,162.34416666666667,1200,0,100.0,395.0,6.206575926724928,7.575138398155398,True,False,False
1,1068.0,2011.28,1421.45,1068.0,2011.28,100,0,100.0,968.0,6.974478911025045,7.607023686547018,False,False,True
7,1000.0,1620.46,1971.23,142.85714285714286,231.49428571428572,700,0,100.0,900.0,6.90875477931522,7.391082256926294,True,False,False
13,855.0,1798.75,1951.77,65.76923076923077,138.3653846153846,1300,0,100.0,755.0,6.752270376141742,7.495403045349413,True,False,False
8,544.0,1279.51,1483.77,68.0,159.93875,800,0,100.0,444.0,6.300785794663244,7.15501371505852,True,False,False
11,816.0,544.99,1077.12,74.18181818181819,49.54454545454546,1100,0,100.0,716.0,6.705639094860003,6.302600660558868,True,False,False
5,1080.0,2383.82,1664.76,216.0,476.764,500,1,100.0,980.0,6.985641817639208,7.776878928776196,False,True,False
8,1124.0,1908.69,1833.27,140.5,238.58625,800,0,100.0,1024.0,7.025538314638521,7.554696204203089,True,False,False
3,29.0,1632.85,1269.1,9.666666666666666,544.2833333333333,300,0,29.0,0.0,3.4011973816621555,7.398694471940532,False,False,True
6,470.0,2235.72,1628.6,78.33333333333333,372.61999999999995,600,0,100.0,370.0,6.154858094016418,7.712765786020782,False,True,False
7,287.0,2293.5,1558.09,41.0,327.64285714285717,700,0,100.0,187.0,5.662960480135946,7.738270233834888,True,False,False
4,72.0,1367.29,1302.97,18.0,341.8225,400,0,72.0,0.0,4.290459441148391,7.221317064020244,False,True,False
6,344.0,233.31,800.18,57.333333333333336,38.885,600,0,100.0,244.0,5.84354441703136,5.456645024927341,False,True,False
8,801.0,1241.21,1780.65,100.125,155.15125,800,0,100.0,701.0,6.687108607866515,7.1246473303262565,True,False,False
5,629.0,484.34,1029.87,125.8,96.868,500,1,100.0,529.0,6.4457198193855785,6.184849676257916,False,True,False
11,327.0,961.08,1356.46,29.727272727272727,87.3709090909091,1100,0,100.0,227.0,5.793013608384144,6.869097607291258,True,False,False
14,94.0,105.94,1180.63,6.714285714285714,7.567142857142857,1400,0,94.0,0.0,4.553876891600541,4.672267929520586,True,False,False
4,1113.0,2103.82,1695.08,278.25,525.955,400,0,100.0,1013.0,7.01571242048723,7.651985231771398,False,True,False
14,267.0,2090.21,1968.4,19.071428571428573,149.3007142857143,1400,0,100.0,167.0,5.5909869805108565,7.645498124801906,True,False,False
1,979.0,1292.54,1313.53,979.0,1292.54,100,0,100.0,879.0,6.887552571664617,7.16513792499797,False,False,True
10,625.0,519.94,1229.41,62.5,51.99400000000001,1000,0,100.0,525.0,6.439350371100098,6.25563487197379,True,False,False
14,457.0,848.61,1492.64,32.642857142857146,60.615,1400,0,100.0,357.0,6.126869184114185,6.744777420663227,True,False,False
11,398.0,723.39,1154.77,36.18181818181818,65.76272727272728,1100,0,100.0,298.0,5.988961416889864,6.58532992138609,True,False,False
14,68.0,438.96,866.76,4.857142857142857,31.354285714285712,1400,0,68.0,0.0,4.23410650459726,6.086683813688916,True,False,False
3,769.0,2497.93,1587.8,256.3333333333333,832.6433333333333,300,0,100.0,669.0,6.646390514847729,7.823617919238149,False,False,True
13,694.0,1054.31,1815.02,53.38461538461539,81.10076923076923,1300,0,100.0,594.0,6.543911845564792,6.961589841610542,True,False,False
12,1088.0,1977.91,1883.21,90.66666666666667,164.82583333333335,1200,0,100.0,988.0,6.9930151229329605,7.590301467054537,True,False,False
9,101.0,950.23,1281.64,11.222222222222221,105.58111111111111,900,0,100.0,1.0,4.624972813284271,6.8577558839877195,True,False,False
1,170.0,2452.85,1209.08,170.0,2452.85,100,0,100.0,70.0,5.14166355650266,7.8054134987082895,False,False,True
12,1135.0,475.95,1447.39,94.58333333333333,39.6625,1200,0,100.0,1035.0,7.035268599281097,6.167411663591217,True,False,False
3,1109.0,2092.26,1436.66,369.6666666666667,697.4200000000001,300,0,100.0,1009.0,7.01211529430638,7.646477938333372,False,False,True
7,753.0,358.13,1084.79,107.57142857142857,51.16142857142857,700,0,100.0,653.0,6.625392368007956,5.883684439931388,True,False,False
2,521.0,467.19,667.85,260.5,233.595,200,0,100.0,421.0,6.257667587882639,6.148874196434868,False,False,True
12,1003.0,983.23,1996.18,83.58333333333333,81.93583333333333,1200,0,100.0,903.0,6.911747300251674,6.891859609576752,True,False,False
3,269.0,708.05,799.12,89.66666666666667,236.01666666666665,300,0,100.0,169.0,5.598421958998375,6.563926045907355,False,False,True
14,646.0,2418.19,1931.21,46.142857142857146,172.72785714285715,1400,0,100.0,546.0,6.472346294500901,7.791188052378787,True,False,False
14,1153.0,346.58,1292.93,82.35714285714286,24.755714285714284,1400,0,100.0,1053.0,7.050989447068045,5.850994854336587,True,False,False
4,18.0,289.06,380.88,4.5,72.265,400,0,18.0,0.0,2.9444389791664403,5.670087798132104,False,True,False
13,1167.0,1074.36,2197.33,89.76923076923077,82.64307692307692,1300,0,100.0,1067.0,7.0630481633881725,6.980410768221656,True,False,False
1,1113.0,1536.0,1403.6,1113.0,1536.0,100,0,100.0,1013.0,7.01571242048723,7.337587743538596,False,False,True
6,930.0,1907.95,1788.75,155.0,317.9916666666667,600,0,100.0,830.0,6.836259277277067,7.554308631659323,False,True,False
5,714.0,617.72,1164.2,142.8,123.54400000000001,500,1,100.0,614.0,6.5722825426940075,6.427652827858987,False,True,False
7,256.0,2180.53,1548.87,36.57142857142857,311.50428571428574,700,0,100.0,156.0,5.54907608489522,7.6877817444746075,True,False,False
9,1063.0,2497.79,1761.94,118.11111111111111,277.53222222222223,900,0,100.0,963.0,6.96979066990159,7.823561893690485,True,False,False
11,512.0,2016.19,1710.53,46.54545454545455,183.29,1100,0,100.0,412.0,6.240275845170769,7.609460732823636,True,False,False
9,463.0,1024.53,1476.48,51.44444444444444,113.83666666666666,900,0,100.0,363.0,6.139884552226255,6.932964831106973,True,False,False
12,714.0,2003.23,1829.06,59.5,166.93583333333333,1200,0,100.0,614.0,6.5722825426940075,7.603015226078212,True,False,False
9,1165.0,1868.79,1945.95,129.44444444444446,207.64333333333332,900,0,100.0,1065.0,7.061334366910438,7.533581404077335,True,False,False
1,872.0,2420.07,1456.34,872.0,2420.07,100,0,100.0,772.0,6.771935555839602,7.7919648701921025,False,False,True
10,631.0,1220.71,1730.86,63.1,122.071,1000,0,100.0,531.0,6.448889394146858,7.1080067956920585,True,False,False
9,633.0,888.17,1384.78,70.33333333333333,98.68555555555555,900,0,100.0,533.0,6.452048954437226,6.7902884433292625,True,False,False
4,1065.0,119.34,781.82,266.25,29.835,400,0,100.0,965.0,6.97166860472579,4.790321069792205,False,True,False
12,947.0,193.05,1225.63,78.91666666666667,16.087500000000002,1200,0,100.0,847.0,6.854354502255021,5.268115857814915,True,False,False
4,159.0,568.58,647.0,39.75,142.145,400,0,100.0,59.0,5.075173815233827,6.344899247121762,False,True,False
1,292.0,449.83,363.02,292.0,449.83,100,0,100.0,192.0,5.680172609017068,6.111090328309851,False,False,True
1,1115.0,926.13,1192.88,1115.0,926.13,100,0,100.0,1015.0,7.017506142941256,6.832093793058224,False,False,True
7,1168.0,667.94,1639.55,166.85714285714286,95.42,700,0,100.0,1068.0,7.063903961472068,6.505694370007535,True,False,False
4,348.0,2047.08,1507.04,87.0,511.77,400,0,100.0,248.0,5.855071922202427,7.624658047896479,False,True,False
8,77.0,1930.98,1485.69,9.625,241.3725,800,0,77.0,0.0,4.356708826689592,7.566300662752008,True,False,False
7,1033.0,1013.03,2119.83,147.57142857142858,144.71857142857144,700,0,100.0,933.0,6.9411900550683745,6.921687769512294,True,False,False
4,672.0,1603.52,1612.43,168.0,400.88,400,0,100.0,572.0,6.511745329644728,7.380579925414574,False,True,False
4,1191.0,999.45,1478.93,297.75,249.8625,400,0,100.0,1091.0,7.083387847625295,6.908205177762502,False,True,False
